locus_tag	ftype	length_bp	gene	EC_number	COG	product
FKNNEFFE_02612	CDS	951	corA		COG0598	Magnesium transport protein CorA
FKNNEFFE_02613	CDS	765				hypothetical protein
FKNNEFFE_02614	CDS	2163	uvrD	5.6.2.4	COG0210	DNA helicase II
FKNNEFFE_02615	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
FKNNEFFE_02616	CDS	897	xerC_3		COG4973	Tyrosine recombinase XerC
FKNNEFFE_02617	CDS	708				hypothetical protein
FKNNEFFE_02618	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
FKNNEFFE_02619	CDS	204	lptM		COG5567	LPS-assembly lipoprotein LptM
FKNNEFFE_02620	CDS	555				hypothetical protein
FKNNEFFE_02621	CDS	1479				hypothetical protein
FKNNEFFE_02622	CDS	1326				hypothetical protein
FKNNEFFE_02623	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
FKNNEFFE_02624	CDS	2547	cyaA			adenylate cyclase CyaA
FKNNEFFE_02625	CDS	963	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
FKNNEFFE_02626	CDS	741	hemD	4.2.1.75		Uroporphyrinogen-III synthase
FKNNEFFE_02627	CDS	1230	hemX		COG2959	Protein HemX
FKNNEFFE_02628	CDS	1197	hemY		COG3071	Protein HemY
FKNNEFFE_02629	CDS	162				hypothetical protein
FKNNEFFE_02630	CDS	1236	chuR_2	1.1.98.7	COG0641	Serine-type anaerobic sulfatase-maturating enzyme
FKNNEFFE_02631	tRNA	77				tRNA-Pro(tgg)
FKNNEFFE_02632	tRNA	87				tRNA-Leu(cag)
FKNNEFFE_02633	tRNA	76				tRNA-His(gtg)
FKNNEFFE_02634	tRNA	77				tRNA-Arg(ccg)
FKNNEFFE_02635	CDS	1386	thrP		COG1113	Threonine/serine transporter ThrP
FKNNEFFE_02636	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
FKNNEFFE_02637	CDS	1353	wzyE			putative ECA polymerase
FKNNEFFE_02638	CDS	1080	wecF	2.4.1.325	COG0554	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
FKNNEFFE_02639	CDS	1251	wzxE		COG2244	Lipid III flippase
FKNNEFFE_02640	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
FKNNEFFE_02641	CDS	675	wecD	2.3.1.210	COG0456	dTDP-fucosamine acetyltransferase
FKNNEFFE_02642	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
FKNNEFFE_02643	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
FKNNEFFE_02644	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
FKNNEFFE_02645	CDS	1131	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
FKNNEFFE_02646	CDS	1047	wzzE		COG3765	ECA polysaccharide chain length modulation protein
FKNNEFFE_02647	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
FKNNEFFE_02648	CDS	219				hypothetical protein
FKNNEFFE_02649	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
FKNNEFFE_02650	CDS	330	trxA		COG3118	Thioredoxin 1
FKNNEFFE_02651	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
FKNNEFFE_02652	CDS	1485	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
FKNNEFFE_02653	CDS	2022	rep_2	5.6.2.4	COG0210	ATP-dependent DNA helicase Rep
FKNNEFFE_02654	CDS	450				hypothetical protein
FKNNEFFE_02655	CDS	282	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
FKNNEFFE_02656	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
FKNNEFFE_02657	CDS	894	gltC_2		COG0583	Transcriptional dual regulator GltC
FKNNEFFE_02658	CDS	1545	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
FKNNEFFE_02659	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
FKNNEFFE_02660	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
FKNNEFFE_02661	CDS	264	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
FKNNEFFE_02662	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
FKNNEFFE_02663	CDS	90				hypothetical protein
FKNNEFFE_02664	CDS	1521	comM		COG0606	Competence protein ComM
FKNNEFFE_02665	CDS	339	maoP		COG3085	Macrodomain Ori protein
FKNNEFFE_02666	CDS	840	hdfR			HTH-type transcriptional regulator HdfR
FKNNEFFE_02667	tRNA	76				tRNA-Trp(cca)
FKNNEFFE_02668	tRNA	77				tRNA-Asp(gtc)
FKNNEFFE_02669	rRNA	111				5S ribosomal RNA
FKNNEFFE_02670	rRNA	2901				23S ribosomal RNA
FKNNEFFE_02671	tRNA	76				tRNA-Glu(ttc)
FKNNEFFE_02672	rRNA	1538				16S ribosomal RNA
FKNNEFFE_02673	CDS	693	dgoR_1		COG2186	Galactonate operon transcriptional repressor
FKNNEFFE_02674	CDS	1428	hsrA		COG0477	putative transport protein HsrA
FKNNEFFE_02675	CDS	993	rbsR		COG1609	Ribose operon repressor
FKNNEFFE_02676	CDS	930	rbsK	2.7.1.15	COG0524	Ribokinase
FKNNEFFE_02677	CDS	891	rbsB		COG1879	Ribose import binding protein RbsB
FKNNEFFE_02678	CDS	966	rbsC_2		COG1172	Ribose import permease protein RbsC
FKNNEFFE_02679	CDS	1506	rbsA	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
FKNNEFFE_02680	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
FKNNEFFE_02681	CDS	1869	kup		COG3158	Low affinity potassium transport system protein Kup
FKNNEFFE_02682	CDS	1497	ravA	3.6.1.-	COG0714	Regulatory ATPase RavA
FKNNEFFE_02683	CDS	1452	viaA		COG2425	Regulatory protein ViaA
FKNNEFFE_02684	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
FKNNEFFE_02685	CDS	459	asnC		COG1522	Regulatory protein AsnC
FKNNEFFE_02686	CDS	444	mioC		COG0716	Protein MioC
FKNNEFFE_02687	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
FKNNEFFE_02688	CDS	624	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
FKNNEFFE_02689	CDS	381	atpI		COG3312	ATP synthase protein I
FKNNEFFE_02690	CDS	816	atpB		COG0356	ATP synthase subunit a
FKNNEFFE_02691	CDS	240	atpE			ATP synthase subunit c
FKNNEFFE_02692	CDS	471	atpF		COG0711	ATP synthase subunit b
FKNNEFFE_02693	CDS	534	atpH		COG0712	ATP synthase subunit delta
FKNNEFFE_02694	CDS	1542	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
FKNNEFFE_02695	CDS	864	atpG		COG0224	ATP synthase gamma chain
FKNNEFFE_02696	CDS	1383	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
FKNNEFFE_02697	CDS	420	atpC		COG0355	ATP synthase epsilon chain
FKNNEFFE_02698	CDS	1371	glmU		COG1207	Bifunctional protein GlmU
FKNNEFFE_02699	CDS	1830	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
FKNNEFFE_02700	CDS	573	fimA_2			Type-1 fimbrial protein, A chain
FKNNEFFE_02701	CDS	732	focC_2			Chaperone protein FocC
FKNNEFFE_02702	CDS	2523	elfC_1		COG3188	putative outer membrane usher protein ElfC
FKNNEFFE_02703	CDS	1074	elfG_1		COG3539	putative fimbrial-like protein ElfG
FKNNEFFE_02704	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
FKNNEFFE_02705	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
FKNNEFFE_02706	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
FKNNEFFE_02707	CDS	774	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
FKNNEFFE_02708	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
FKNNEFFE_02709	CDS	444	bglG_1		COG3711	Cryptic beta-glucoside bgl operon antiterminator
FKNNEFFE_02710	CDS	330	bglG_2		COG3711	Cryptic beta-glucoside bgl operon antiterminator
FKNNEFFE_02711	CDS	1878	bglF		COG1263	PTS system beta-glucoside-specific EIIBCA component
FKNNEFFE_02712	CDS	1395	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
FKNNEFFE_02713	CDS	1617	bglH_3		COG4580	Cryptic outer membrane porin BglH
FKNNEFFE_02714	CDS	1170	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
FKNNEFFE_02715	CDS	723	gamA	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 2
FKNNEFFE_02716	CDS	588				hypothetical protein
FKNNEFFE_02717	CDS	474	cbrB			Inner membrane protein CbrB
FKNNEFFE_02718	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
FKNNEFFE_02719	CDS	1338	adeP		COG2252	Adenine permease AdeP
FKNNEFFE_02720	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
FKNNEFFE_02721	CDS	750				hypothetical protein
FKNNEFFE_02722	CDS	960	yidZ		COG0583	HTH-type transcriptional regulator YidZ
FKNNEFFE_02723	CDS	1176	mdtL		COG2814	Multidrug resistance protein MdtL
FKNNEFFE_02724	CDS	1248	tnaB		COG0814	Low affinity tryptophan permease
FKNNEFFE_02725	CDS	1416	tnaA	4.1.99.1	COG3033	Tryptophanase
FKNNEFFE_02726	CDS	1365	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
FKNNEFFE_02727	CDS	1647	yidC			Membrane protein insertase YidC
FKNNEFFE_02728	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
FKNNEFFE_02729	CDS	141	rpmH		COG0230	Large ribosomal subunit protein bL34
FKNNEFFE_02730	CDS	1404	dnaA	3.6.4.-	COG0593	Chromosomal replication initiator protein DnaA
FKNNEFFE_02731	CDS	1101	dnaN		COG0592	Beta sliding clamp
FKNNEFFE_02732	CDS	1074	recF		COG1195	DNA replication and repair protein RecF
FKNNEFFE_02733	CDS	2415	gyrB			DNA topoisomerase (ATP-hydrolyzing) subunit B GyrB
FKNNEFFE_02734	CDS	399				hypothetical protein
FKNNEFFE_02735	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
FKNNEFFE_02736	CDS	657				hypothetical protein
FKNNEFFE_02737	CDS	690	dgoR_2		COG2186	Galactonate operon transcriptional repressor
FKNNEFFE_02738	CDS	879	dgoK	2.7.1.58	COG3734	2-dehydro-3-deoxygalactonokinase
FKNNEFFE_02739	CDS	618	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
FKNNEFFE_02740	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
FKNNEFFE_02741	CDS	1293	dgoT		COG2271	D-galactonate transporter
FKNNEFFE_02742	CDS	1065	cbrA		COG0644	Protein CbrA
FKNNEFFE_02743	CDS	1215				hypothetical protein
FKNNEFFE_02744	CDS	261				hypothetical protein
FKNNEFFE_02745	CDS	414	ibpA		COG0071	Small heat shock protein IbpA
FKNNEFFE_02746	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
FKNNEFFE_02747	CDS	1662	aspT_1			Aspartate/alanine antiporter
FKNNEFFE_02748	CDS	717	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
FKNNEFFE_02749	CDS	1617				hypothetical protein
FKNNEFFE_02750	CDS	639	aglB_1	3.2.1.122		6-phospho-alpha-glucosidase
FKNNEFFE_02751	CDS	177	aglB_2	3.2.1.122		6-phospho-alpha-glucosidase
FKNNEFFE_02752	CDS	894	rhaR_3			HTH-type transcriptional activator RhaR
FKNNEFFE_02753	CDS	1716	yidK		COG4146	putative symporter YidK
FKNNEFFE_02754	CDS	1494		3.1.6.-	COG3119	Ulvan-active sulfatase
FKNNEFFE_02755	CDS	450	yidI			Inner membrane protein YidI
FKNNEFFE_02756	CDS	348	yidH		COG2149	Inner membrane protein YidH
FKNNEFFE_02757	CDS	363	yidG			Inner membrane protein YidG
FKNNEFFE_02758	CDS	498				hypothetical protein
FKNNEFFE_02759	CDS	1185	emrD		COG2814	Multidrug resistance protein D
FKNNEFFE_02760	CDS	90	tisB			Small toxic protein TisB
FKNNEFFE_02761	CDS	99				hypothetical protein
FKNNEFFE_02762	CDS	1689	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
FKNNEFFE_02763	CDS	291	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
FKNNEFFE_02764	CDS	591	uhpA		COG2197	Transcriptional regulatory protein UhpA
FKNNEFFE_02765	CDS	1503	uhpB	2.7.13.3	COG3851	Signal transduction histidine-protein kinase/phosphatase UhpB
FKNNEFFE_02766	CDS	1320	uhpC		COG2271	Membrane sensor protein UhpC
FKNNEFFE_02767	CDS	1392	uhpT			hexose phosphate transporter UhpT
FKNNEFFE_02768	CDS	1767	ade	3.5.4.2	COG1001	Adenine deaminase
FKNNEFFE_02769	CDS	1335	adeQ		COG2252	Adenine permease AdeQ
FKNNEFFE_02770	CDS	453				hypothetical protein
FKNNEFFE_02771	CDS	1233	nepI		COG2814	Purine ribonucleoside efflux pump NepI
FKNNEFFE_02772	CDS	294				hypothetical protein
FKNNEFFE_02773	CDS	819	nlpA		COG1464	Lipoprotein 28
FKNNEFFE_02774	CDS	924	yicL		COG0697	putative inner membrane transporter YicL
FKNNEFFE_02775	CDS	1185	setC		COG2814	Sugar efflux transporter C
FKNNEFFE_02776	CDS	147				hypothetical protein
FKNNEFFE_02777	CDS	846				hypothetical protein
FKNNEFFE_02778	CDS	198				hypothetical protein
FKNNEFFE_02779	CDS	489				hypothetical protein
FKNNEFFE_02780	CDS	378	cbtA_3			Cytoskeleton-binding toxin CbtA
FKNNEFFE_02781	CDS	378	cbeA_3			Cytoskeleton bundling-enhancing antitoxin CbeA
FKNNEFFE_02782	CDS	114				hypothetical protein
FKNNEFFE_02783	CDS	222				hypothetical protein
FKNNEFFE_02784	CDS	477				hypothetical protein
FKNNEFFE_02785	CDS	474	klcA_3			Antirestriction protein KlcA
FKNNEFFE_02786	CDS	246				hypothetical protein
FKNNEFFE_02787	CDS	819				hypothetical protein
FKNNEFFE_02788	CDS	159				hypothetical protein
FKNNEFFE_02789	CDS	2847	flu_2		COG3468	Antigen 43
FKNNEFFE_02790	CDS	873	era_5			GTPase Era
FKNNEFFE_02791	CDS	873				hypothetical protein
FKNNEFFE_02792	CDS	213				Insertion sequence IS5376 putative ATP-binding protein
FKNNEFFE_02793	CDS	603				hypothetical protein
FKNNEFFE_02794	CDS	207				hypothetical protein
FKNNEFFE_02795	CDS	198				hypothetical protein
FKNNEFFE_02796	CDS	570				hypothetical protein
FKNNEFFE_02797	CDS	384				hypothetical protein
FKNNEFFE_02798	CDS	210				hypothetical protein
FKNNEFFE_02799	CDS	708				hypothetical protein
FKNNEFFE_02800	CDS	699				hypothetical protein
FKNNEFFE_02801	CDS	1200	tetA			Tetracycline resistance protein, class C
FKNNEFFE_02802	CDS	678	tetR			Tetracycline repressor protein class A from transposon 1721
FKNNEFFE_02803	CDS	243				hypothetical protein
FKNNEFFE_02804	CDS	1113			COG3385	IS4 family transposase IS421
FKNNEFFE_02805	CDS	141				hypothetical protein
FKNNEFFE_02806	CDS	435				ISL3 family transposase ISStma11
FKNNEFFE_02807	CDS	351	merT		COG2608	Mercuric transport protein MerT
FKNNEFFE_02808	CDS	276	merP			Mercuric transport protein periplasmic component
FKNNEFFE_02809	CDS	423	merC			Mercuric transport protein MerC
FKNNEFFE_02810	CDS	1695	merA			mercury(II) reductase
FKNNEFFE_02811	CDS	363				hypothetical protein
FKNNEFFE_02812	CDS	237				hypothetical protein
FKNNEFFE_02813	CDS	708	mucR	2.7.7.65		Bifunctional diguanylate cyclase/cyclic di-GMP phosphodiesterase MucR
FKNNEFFE_02814	CDS	1269				hypothetical protein
FKNNEFFE_02815	CDS	705				IS6 family transposase IS26
FKNNEFFE_02816	CDS	837				hypothetical protein
FKNNEFFE_02817	CDS	804	neo	2.7.1.95		Aminoglycoside 3'-phosphotransferase
FKNNEFFE_02818	CDS	816	sul2	2.5.1.15		Dihydropteroate synthase type-2
FKNNEFFE_02819	CDS	852				hypothetical protein
FKNNEFFE_02820	CDS	708	repA_1			Regulatory protein RepA
FKNNEFFE_02821	CDS	705				IS6 family transposase IS26
FKNNEFFE_02822	CDS	861	bla_1	3.5.2.6		Beta-lactamase TEM
FKNNEFFE_02823	CDS	252	tnpR_1			Transposon Tn3 resolvase
FKNNEFFE_02824	CDS	705				IS6 family transposase IS26
FKNNEFFE_02825	CDS	780	sul1	2.5.1.15		Dihydropteroate synthase type-1
FKNNEFFE_02826	CDS	348	emrE_2		COG2076	Multidrug transporter EmrE
FKNNEFFE_02827	CDS	549	dhfrI	1.5.1.3		Dihydrofolate reductase type 1
FKNNEFFE_02828	CDS	1014	xerC_4			Tyrosine recombinase XerC
FKNNEFFE_02829	CDS	201				hypothetical protein
FKNNEFFE_02830	CDS	561	hin_1			DNA-invertase hin
FKNNEFFE_02831	CDS	2967				Tn3 family transposase TnAs3
FKNNEFFE_02832	CDS	276			COG1662	IS1 family transposase IS1A
FKNNEFFE_02833	CDS	378			COG1662	IS1 family transposase IS1R
FKNNEFFE_02834	CDS	1185	intS_4		COG0582	Prophage integrase IntS
FKNNEFFE_02835	tRNA	95				tRNA-SeC(tca)
FKNNEFFE_02836	CDS	1383	yicJ		COG2211	Inner membrane symporter YicJ
FKNNEFFE_02837	CDS	2319	yicI	3.2.1.177	COG1501	Alpha-xylosidase
FKNNEFFE_02838	CDS	1710				hypothetical protein
FKNNEFFE_02839	CDS	1392	xanP		COG2233	Xanthine permease XanP
FKNNEFFE_02840	CDS	1206	gltS		COG0786	Sodium/glutamate symporter
FKNNEFFE_02841	CDS	2082	recG	5.6.2.4	COG1200	ATP-dependent DNA helicase RecG
FKNNEFFE_02842	CDS	690	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
FKNNEFFE_02843	CDS	2109	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
FKNNEFFE_02844	CDS	276	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
FKNNEFFE_02845	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
FKNNEFFE_02846	CDS	1683	ligB	6.5.1.2	COG0272	DNA ligase B
FKNNEFFE_02847	CDS	618				hypothetical protein
FKNNEFFE_02848	CDS	825				hypothetical protein
FKNNEFFE_02849	CDS	864	yicC	3.1.26.-	COG1561	Endoribonuclease YicC
FKNNEFFE_02850	CDS	717	rph	2.7.7.56		Ribonuclease PH
FKNNEFFE_02851	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
FKNNEFFE_02852	CDS	597	slmA		COG1309	Nucleoid occlusion factor SlmA
FKNNEFFE_02853	CDS	459	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
FKNNEFFE_02854	CDS	1221	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
FKNNEFFE_02855	CDS	669				hypothetical protein
FKNNEFFE_02856	CDS	237	rpmB		COG0227	Large ribosomal subunit protein bL28
FKNNEFFE_02857	CDS	168	rpmG		COG0267	Large ribosomal subunit protein bL33
FKNNEFFE_02858	CDS	810	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
FKNNEFFE_02859	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
FKNNEFFE_02860	CDS	1278	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
FKNNEFFE_02861	CDS	1059	waaQ	2.4.99.25	COG0859	Lipopolysaccharide heptosyltransferase 3
FKNNEFFE_02862	CDS	1125	waaG	2.4.1.-	COG0438	Lipopolysaccharide glucosyltransferase WaaG
FKNNEFFE_02863	CDS	798	waaP	2.7.1.235	COG0515	Lipopolysaccharide core heptose(I) kinase WaaP
FKNNEFFE_02864	CDS	1008	waaI	2.4.1.44		Lipopolysaccharide 1,3-galactosyltransferase
FKNNEFFE_02865	CDS	708	waaY	2.7.1.-	COG0661	Lipopolysaccharide core heptose(II) kinase WaaY
FKNNEFFE_02866	CDS	1014	waaJ	2.4.1.58		Lipopolysaccharide 1,2-glucosyltransferase
FKNNEFFE_02867	CDS	1143	waaK	2.4.1.56		Lipopolysaccharide 1,2-N-acetylglucosaminetransferase
FKNNEFFE_02868	CDS	1209	waaL	2.4.99.26		O-antigen ligase
FKNNEFFE_02869	CDS	993	waaC	2.4.99.23	COG0859	Lipopolysaccharide heptosyltransferase 1
FKNNEFFE_02870	CDS	1047	waaF	2.4.99.24	COG0859	Lipopolysaccharide heptosyltransferase 2
FKNNEFFE_02871	CDS	933	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
FKNNEFFE_02872	CDS	873	htrL			Protein HtrL
FKNNEFFE_02873	CDS	1197	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
FKNNEFFE_02874	CDS	1026	tdh	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
FKNNEFFE_02875	CDS	1035	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
FKNNEFFE_02876	CDS	960			COG2861	putative protein
FKNNEFFE_02877	CDS	1260	envC		COG4942	Murein hydrolase activator EnvC
FKNNEFFE_02878	CDS	1545	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
FKNNEFFE_02879	CDS	432	yibN		COG0607	putative protein YibN
FKNNEFFE_02880	CDS	252	grxC		COG0695	Glutaredoxin 3
FKNNEFFE_02881	CDS	468	secB		COG1952	Protein-export protein SecB
FKNNEFFE_02882	CDS	1020	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
FKNNEFFE_02883	CDS	822	cysE_3	2.3.1.30	COG1045	Serine acetyltransferase
FKNNEFFE_02884	CDS	474	trmL_2	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
FKNNEFFE_02885	CDS	1191	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
FKNNEFFE_02886	CDS	777	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
FKNNEFFE_02887	CDS	1656	lldP		COG1620	L-lactate permease
FKNNEFFE_02888	CDS	4851	ehaG		COG5295	Autotransporter adhesin EhaG
FKNNEFFE_02889	CDS	684	sadB			Inner membrane lipoprotein SadB
FKNNEFFE_02890	CDS	363	yibL			putative protein YibL
FKNNEFFE_02891	CDS	210				hypothetical protein
FKNNEFFE_02892	CDS	588	mtlR		COG3722	Mannitol operon repressor
FKNNEFFE_02893	CDS	1149	mtlD	1.1.1.17		Mannitol-1-phosphate 5-dehydrogenase
FKNNEFFE_02894	CDS	1914	mtlA_2		COG2213	PTS system mannitol-specific EIICBA component
FKNNEFFE_02895	CDS	363	yiaW_1			Inner membrane protein YiaW
FKNNEFFE_02896	CDS	1137	yibH		COG1566	Inner membrane protein YibH
FKNNEFFE_02897	CDS	462				hypothetical protein
FKNNEFFE_02898	CDS	939				hypothetical protein
FKNNEFFE_02899	CDS	843	yibA		COG1413	Protein YibA
FKNNEFFE_02900	CDS	384				hypothetical protein
FKNNEFFE_02901	CDS	3966	rhsC		COG3209	Protein RhsC
FKNNEFFE_02902	CDS	609	yibF		COG0625	putative GST-like protein YibF
FKNNEFFE_02903	CDS	1392	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
FKNNEFFE_02904	CDS	1845	selB		COG3276	Selenocysteine-specific elongation factor
FKNNEFFE_02905	CDS	1152	adhB	1.1.1.1	COG1454	Alcohol dehydrogenase 2
FKNNEFFE_02906	CDS	1539	aldB	1.2.1.4	COG1012	Aldehyde dehydrogenase B
FKNNEFFE_02907	CDS	324	yiaW_2			Inner membrane protein YiaW
FKNNEFFE_02908	CDS	1137	yiaV		COG1566	Inner membrane protein YiaV
FKNNEFFE_02909	CDS	975				hypothetical protein
FKNNEFFE_02910	CDS	741	mipA_2		COG3713	MltA-interacting protein
FKNNEFFE_02911	CDS	696	sgbE	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase SgbE
FKNNEFFE_02912	CDS	861	ulaE_2	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
FKNNEFFE_02913	CDS	663	sgbH	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
FKNNEFFE_02914	CDS	1497	lyx	2.7.1.-	COG1070	L-xylulose/3-keto-L-gulonate kinase
FKNNEFFE_02915	CDS	987	yiaO		COG1638	2,3-diketo-L-gulonate-binding periplasmic protein YiaO
FKNNEFFE_02916	CDS	1278	siaM		COG1593	Sialic acid TRAP transporter large permease protein SiaM
FKNNEFFE_02917	CDS	474	yiaM		COG3090	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
FKNNEFFE_02918	CDS	468	nanQ_1		COG2731	N-acetylneuraminate anomerase NanQ
FKNNEFFE_02919	CDS	999	dlgD	1.1.1.130	COG2055	2,3-diketo-L-gulonate reductase
FKNNEFFE_02920	CDS	849	yiaJ		COG1414	DNA-binding transcriptional repressor YiaJ
FKNNEFFE_02921	CDS	474	aegA_4		COG0493	Putative oxidoreductase AegA
FKNNEFFE_02922	CDS	1254	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
FKNNEFFE_02923	CDS	1095	malS_1	3.2.1.1	COG0366	Periplasmic alpha-amylase
FKNNEFFE_02924	CDS	936	malS_2	3.2.1.1	COG0366	Periplasmic alpha-amylase
FKNNEFFE_02925	CDS	825				hypothetical protein
FKNNEFFE_02926	CDS	1179	xylR		COG1609	Xylose operon regulatory protein
FKNNEFFE_02927	CDS	1182	xylH		COG4214	Xylose transport system permease protein XylH
FKNNEFFE_02928	CDS	1542	xylG	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
FKNNEFFE_02929	CDS	993	xylF		COG4213	D-xylose-binding periplasmic protein
FKNNEFFE_02930	CDS	1323	xylA	5.3.1.5	COG2115	Xylose isomerase
FKNNEFFE_02931	CDS	1455	xylB	2.7.1.17	COG1070	Xylulose kinase
FKNNEFFE_02932	CDS	342	yiaB		COG4682	Inner membrane protein YiaB
FKNNEFFE_02933	CDS	438	yiaA		COG4682	Inner membrane protein YiaA
FKNNEFFE_02934	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
FKNNEFFE_02935	CDS	300				hypothetical protein
FKNNEFFE_02936	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
FKNNEFFE_02937	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
FKNNEFFE_02938	CDS	213				hypothetical protein
FKNNEFFE_02939	CDS	213	cspA		COG1278	Cold shock protein CspA
FKNNEFFE_02940	CDS	291				hypothetical protein
